"police_station_id","station_name","police_staff","inspector_id","inspector_name","age","joining_date","salary","no_of_cases","max_case_type","min_cases_type","avg_solving_day","station_pincode","station_zone","city","state"
"G1-478844","ST-3694",36,"IG-40730","Vihaan Pandey",48,"2001-06-03",185916,7431,"theft","Property dispute",10,"493099","SOUTH","Raipur","Telangana"
"G1-478845","ST-3695",32,"IG-40731","Ishita Saxena",60,"2001-06-03",202586,7433,"cybercrime","marriage affairs",12,"493101","NORTH","Allahabad","Tripura"
"G1-478846","ST-3696",18,"IG-40732","Aditya Joshi",48,"2001-06-03",136864,7435,"sedition","Divorce",10,"493103","CENTRAL","Coimbatore","Uttar Pradesh"
"G1-478847","ST-3697",33,"IG-40733","Aarav Reddy",44,"2001-06-03",51319,7437,"Property dispute","Fraud",10,"493105","EAST","Jabalpur","Uttarakhand"
"G1-478848","ST-3698",23,"IG-40734","Aarohi Iyer",42,"2001-06-03",147436,7439,"Fraud","riots",6,"493107","WEST","Gwalior","West Bengal"
"G1-478849","ST-3699",13,"IG-40735","Reyansh Sharma",54,"2001-06-03",125276,7441,"riots","claims of negligence",8,"493109","SOUTH","Vijayawada","Andaman and Nicobar Islands"
"G1-478850","ST-3700",16,"IG-40736","Reyansh Verma",60,"2001-06-04",235162,7443,"marriage affairs","dowry demands",5,"493111","NORTH","Madurai","Chandigarh"
"G1-478851","ST-3701",13,"IG-40737","Vihaan Pandey",39,"2001-06-04",228587,7445,"Divorce","robbery",6,"493113","CENTRAL","Guwahati","Dadra and Nagar Haveli and Daman and Diu"
"G1-478852","ST-3702",39,"IG-40738","Navya Iyer",56,"2001-06-04",157871,7447,"claims of negligence","unfair dismissal",11,"493115","EAST","Chandigarh","Lakshadweep"
"G1-478853","ST-3703",14,"IG-40739","Aanya Gupta",54,"2001-06-04",83341,7449,"appeal against HR","discrimination",4,"493117","WEST","Hubli-Dharwad","Delhi"
"G1-478854","ST-3704",14,"IG-40740","Vihaan Kapoor",37,"2001-06-04",48658,7451,"Workplace harassment","appeal against HR",4,"493119","SOUTH","Amroha","Puducherry"
"G1-478855","ST-3705",29,"IG-40741","Vivaan Malhotra",52,"2001-06-04",178801,7453,"Murder","Workplace harassment",14,"493121","NORTH","Moradabad","Ladakh"
"G1-478856","ST-3706",12,"IG-40742","Aarohi Das",49,"2001-06-04",151460,7455,"robbery","Murder",10,"493123","CENTRAL","Gurgaon","Jammu and Kashmir"
"G1-478857","ST-3707",40,"IG-40743","Aditya Iyer",37,"2001-06-04",91580,7457,"dowry demands","theft",14,"493125","EAST","Aligarh","Maharashtra"
"G1-478858","ST-3708",17,"IG-40744","Aanya Bose",37,"2001-06-04",105931,7459,"robbery","cybercrime",11,"493127","WEST","Solapur","Delhi"
"G1-478859","ST-3709",39,"IG-40745","Kiara Gupta",56,"2001-06-04",222423,7461,"unfair dismissal","sedition",10,"493129","SOUTH","Ranchi","Karnataka"
"G1-478860","ST-3710",25,"IG-40746","Meera Reddy",63,"2001-06-04",158446,7463,"theft","Property dispute",14,"493131","NORTH","Jalandhar","Andhra Pradesh"
"G1-478861","ST-3711",23,"IG-40747","Arjun Chopra",40,"2001-06-04",145613,7465,"cybercrime","marriage affairs",3,"493133","CENTRAL","Tiruchirappalli","Arunachal Pradesh"
"G1-478862","ST-3712",22,"IG-40748","Vivaan Das",50,"2001-06-04",224732,7467,"sedition","Divorce",8,"493135","EAST","Bhubaneswar","Assam"
"G1-478863","ST-3713",19,"IG-40749","Anika Verma",52,"2001-06-04",129183,7469,"Property dispute","Fraud",3,"493137","WEST","Salem","Bihar"
"G1-478864","ST-3714",33,"IG-40750","Meera Saxena",38,"2001-06-04",130180,7471,"Fraud","riots",11,"493139","SOUTH","Mysore","Chhattisgarh"
"G1-478865","ST-3715",14,"IG-40751","Meera Reddy",42,"2001-06-04",246231,7473,"riots","claims of negligence",7,"493141","NORTH","Thiruvananthapuram","Goa"
"G1-478866","ST-3716",26,"IG-40752","Meera Malhotra",43,"2001-06-04",186969,7475,"marriage affairs","dowry demands",9,"493143","CENTRAL","Tiruppur","Gujarat"
"G1-478867","ST-3717",32,"IG-40753","Krishna Bose",47,"2001-06-04",171697,7477,"Divorce","robbery",4,"493145","EAST","Gwalior","Haryana"
"G1-478868","ST-3718",28,"IG-40754","Rishi Saxena",63,"2001-06-04",216688,7479,"claims of negligence","unfair dismissal",3,"493147","WEST","Chandrapur","Himachal Pradesh"
"G1-478869","ST-3719",12,"IG-40755","Vivaan Kapoor",45,"2001-06-04",137898,7481,"appeal against HR","discrimination",9,"493149","SOUTH","Mumbai","Jharkhand"
"G1-478870","ST-3720",23,"IG-40756","Aarohi Sharma",47,"2001-06-04",94110,7483,"Workplace harassment","appeal against HR",5,"493151","NORTH","Delhi","Karnataka"
"G1-478871","ST-3721",25,"IG-40757","Vivaan Nair",48,"2001-06-04",119657,7485,"Murder","Workplace harassment",15,"493153","CENTRAL","Bangalore","Kerala"
"G1-478872","ST-3722",33,"IG-40758","Aarohi Verma",51,"2001-06-04",145543,7487,"robbery","Murder",5,"493155","EAST","Hyderabad","Madhya Pradesh"
"G1-478873","ST-3723",17,"IG-40759","Reyansh Das",60,"2001-06-04",225803,7489,"dowry demands","theft",11,"493157","WEST","Ahmedabad","Maharashtra"
"G1-478874","ST-3724",27,"IG-40760","Aarav Kapoor",55,"2001-06-05",232813,7491,"robbery","cybercrime",6,"493159","SOUTH","Chennai","Manipur"
"G1-478875","ST-3725",29,"IG-40761","Diya Nair",58,"2001-06-05",180857,7493,"unfair dismissal","sedition",10,"493161","NORTH","Kolkata","Meghalaya"
"G1-478876","ST-3726",16,"IG-40762","Anika Agarwal",53,"2001-06-05",244136,7495,"theft","Property dispute",9,"493163","CENTRAL","Surat","Mizoram"
"G1-478877","ST-3727",36,"IG-40763","Vivaan Pandey",43,"2001-06-05",180772,7497,"cybercrime","marriage affairs",10,"493165","EAST","Pune","Nagaland"
"G1-478878","ST-3728",28,"IG-40764","Diya Singh",61,"2001-06-05",217683,7499,"sedition","Divorce",13,"493167","WEST","Jaipur","Odisha"
"G1-478879","ST-3729",25,"IG-40765","Sai Iyer",40,"2001-06-05",136888,7501,"Property dispute","Fraud",8,"493169","SOUTH","Lucknow","Punjab"
"G1-478880","ST-3730",33,"IG-40766","Reyansh Pandey",43,"2001-06-05",203847,7503,"Fraud","riots",10,"493171","NORTH","Kanpur","Rajasthan"
"G1-478881","ST-3731",34,"IG-40767","Reyansh Reddy",58,"2001-06-05",105219,7505,"riots","claims of negligence",15,"493173","CENTRAL","Nagpur","Sikkim"
"G1-478882","ST-3732",30,"IG-40768","Aarav Singh",61,"2001-06-05",88707,7507,"marriage affairs","dowry demands",8,"493175","EAST","Indore","Tamil Nadu"
"G1-478883","ST-3733",33,"IG-40769","Aditya Verma",56,"2001-06-05",175085,7509,"Divorce","robbery",3,"493177","WEST","Thane","Telangana"
"G1-478884","ST-3734",14,"IG-40770","Aarav Patel",63,"2001-06-05",207037,7511,"claims of negligence","unfair dismissal",14,"493179","SOUTH","Bhopal","Tripura"
"G1-478885","ST-3735",13,"IG-40771","Saanvi Jain",53,"2001-06-05",193220,7513,"appeal against HR","discrimination",12,"493181","NORTH","Visakhapatnam","Uttar Pradesh"
"G1-478886","ST-3736",34,"IG-40772","Anika Iyer",63,"2001-06-05",230338,7515,"Workplace harassment","appeal against HR",3,"493183","CENTRAL","Vadodara","Uttarakhand"
"G1-478887","ST-3737",28,"IG-40773","Kabir Malhotra",44,"2001-06-05",136599,7517,"Murder","Workplace harassment",3,"493185","EAST","Firozabad","West Bengal"
"G1-478888","ST-3738",34,"IG-40774","Kiara Patel",47,"2001-06-05",212609,7519,"robbery","Murder",12,"493187","WEST","Ludhiana","Andaman and Nicobar Islands"
"G1-478889","ST-3739",19,"IG-40775","Vivaan Sharma",43,"2001-06-05",54450,7521,"dowry demands","theft",9,"493189","SOUTH","Rajkot","Chandigarh"
"G1-478890","ST-3740",37,"IG-40776","Diya Verma",39,"2001-06-05",158641,7523,"robbery","cybercrime",15,"493191","NORTH","Agra","Dadra and Nagar Haveli and Daman and Diu"
"G1-478891","ST-3741",15,"IG-40777","Rishi Das",48,"2001-06-05",134657,7525,"unfair dismissal","sedition",9,"493193","CENTRAL","Siliguri","Lakshadweep"
"G1-478892","ST-3742",13,"IG-40778","Krishna Saxena",47,"2001-06-05",111494,7527,"theft","Property dispute",10,"493195","EAST","Nashik","Delhi"
"G1-478893","ST-3743",23,"IG-40779","Vivaan Jain",61,"2001-06-05",63418,7529,"cybercrime","marriage affairs",12,"493197","WEST","Faridabad","Puducherry"
"G1-478894","ST-3744",12,"IG-40780","Diya Malhotra",43,"2001-06-05",75069,7531,"sedition","Divorce",4,"493199","SOUTH","Patna","Ladakh"
"G1-478895","ST-3745",23,"IG-40781","Aanya Agarwal",42,"2001-06-05",217094,7533,"Property dispute","Fraud",7,"493201","NORTH","Meerut","Jammu and Kashmir"
"G1-478896","ST-3746",20,"IG-40782","Krishna Das",39,"2001-06-05",236547,7535,"Fraud","riots",12,"493203","CENTRAL","Kalyan-Dombivli","Maharashtra"
"G1-478897","ST-3747",14,"IG-40783","Meera Das",52,"2001-06-05",192173,7537,"riots","claims of negligence",15,"493205","EAST","Vasai-Virar","Delhi"
"G1-478898","ST-3748",19,"IG-40784","Aanya Verma",47,"2001-06-06",80854,7539,"marriage affairs","dowry demands",7,"493207","WEST","Varanasi","Karnataka"
"G1-478899","ST-3749",25,"IG-40785","Aditya Joshi",38,"2001-06-06",127570,7541,"Divorce","robbery",5,"493209","SOUTH","Srinagar","Andhra Pradesh"
"G1-478900","ST-3750",24,"IG-40786","Aditya Agarwal",41,"2001-06-06",183583,7543,"claims of negligence","unfair dismissal",9,"493211","NORTH","Dhanbad","Arunachal Pradesh"
"G1-478901","ST-3751",18,"IG-40787","Ishita Mehta",57,"2001-06-06",110531,7545,"appeal against HR","discrimination",12,"493213","CENTRAL","Jodhpur","Assam"
"G1-478902","ST-3752",38,"IG-40788","Arjun Malhotra",37,"2001-06-06",183812,7547,"Workplace harassment","appeal against HR",6,"493215","EAST","Amritsar","Bihar"
"G1-478903","ST-3753",24,"IG-40789","Anika Kapoor",52,"2001-06-06",65884,7549,"Murder","Workplace harassment",8,"493217","WEST","Raipur","Chhattisgarh"
"G1-478904","ST-3754",23,"IG-40790","Saanvi Kapoor",47,"2001-06-06",73443,7551,"robbery","Murder",6,"493219","SOUTH","Allahabad","Goa"
"G1-478905","ST-3755",17,"IG-40791","Ishita Jain",53,"2001-06-06",165713,7553,"dowry demands","theft",14,"493221","NORTH","Coimbatore","Gujarat"
"G1-478906","ST-3756",34,"IG-40792","Rishi Jain",43,"2001-06-06",164704,7555,"robbery","cybercrime",11,"493223","CENTRAL","Jabalpur","Haryana"
"G1-478907","ST-3757",28,"IG-40793","Reyansh Nair",54,"2001-06-06",222934,7557,"unfair dismissal","sedition",4,"493225","EAST","Gwalior","Himachal Pradesh"
"G1-478908","ST-3758",13,"IG-40794","Vivaan Joshi",60,"2001-06-06",88220,7559,"theft","Property dispute",11,"493227","WEST","Vijayawada","Jharkhand"
"G1-478909","ST-3759",17,"IG-40795","Sai Agarwal",47,"2001-06-06",80330,7561,"cybercrime","marriage affairs",12,"493229","SOUTH","Madurai","Karnataka"
"G1-478910","ST-3760",32,"IG-40796","Aditya Chopra",45,"2001-06-06",73921,7563,"sedition","Divorce",5,"493231","NORTH","Guwahati","Kerala"
"G1-478911","ST-3761",15,"IG-40797","Aanya Chopra",40,"2001-06-06",122220,7565,"Property dispute","Fraud",7,"493233","CENTRAL","Chandigarh","Madhya Pradesh"
"G1-478912","ST-3762",33,"IG-40798","Ishita Iyer",40,"2001-06-06",76798,7567,"Fraud","riots",13,"493235","EAST","Hubli-Dharwad","Maharashtra"
"G1-478913","ST-3763",24,"IG-40799","Kabir Agarwal",48,"2001-06-06",116327,7569,"riots","claims of negligence",9,"493237","WEST","Amroha","Manipur"
"G1-478914","ST-3764",35,"IG-40800","Meera Mehta",40,"2001-06-06",182414,7571,"marriage affairs","dowry demands",9,"493239","SOUTH","Moradabad","Meghalaya"
"G1-478915","ST-3765",38,"IG-40801","Riya Chopra",38,"2001-06-06",79365,7573,"Divorce","robbery",7,"493241","NORTH","Gurgaon","Mizoram"
"G1-478916","ST-3766",14,"IG-40802","Kiara Patel",46,"2001-06-06",164296,7575,"claims of negligence","unfair dismissal",8,"493243","CENTRAL","Aligarh","Nagaland"
"G1-478917","ST-3767",25,"IG-40803","Kiara Singh",60,"2001-06-06",167474,7577,"appeal against HR","discrimination",13,"493245","EAST","Solapur","Odisha"
"G1-478918","ST-3768",37,"IG-40804","Kiara Pandey",61,"2001-06-06",149263,7579,"Workplace harassment","appeal against HR",5,"493247","WEST","Ranchi","Punjab"
"G1-478919","ST-3769",36,"IG-40805","Saanvi Sharma",40,"2001-06-06",98981,7581,"Murder","Workplace harassment",12,"493249","SOUTH","Jalandhar","Rajasthan"
"G1-478920","ST-3770",36,"IG-40806","Rishi Nair",42,"2001-06-06",60674,7583,"robbery","Murder",14,"493251","NORTH","Tiruchirappalli","Sikkim"
"G1-478921","ST-3771",32,"IG-40807","Kiara Pandey",62,"2001-06-06",125723,7585,"dowry demands","theft",10,"493253","CENTRAL","Bhubaneswar","Tamil Nadu"
"G1-478922","ST-3772",27,"IG-40808","Aanya Sharma",55,"2001-06-07",107108,7587,"robbery","cybercrime",8,"493255","EAST","Salem","Telangana"
"G1-478923","ST-3773",18,"IG-40809","Reyansh Pandey",57,"2001-06-07",166761,7589,"unfair dismissal","sedition",5,"493257","WEST","Mysore","Tripura"
"G1-478924","ST-3774",28,"IG-40810","Anika Sharma",64,"2001-06-07",103345,7591,"theft","Property dispute",6,"493259","SOUTH","Thiruvananthapuram","Uttar Pradesh"
"G1-478925","ST-3775",39,"IG-40811","Diya Agarwal",44,"2001-06-07",47446,7593,"cybercrime","marriage affairs",6,"493261","NORTH","Tiruppur","Uttarakhand"
"G1-478926","ST-3776",34,"IG-40812","Aanya Mishra",55,"2001-06-07",229465,7595,"sedition","Divorce",7,"493263","CENTRAL","Gwalior","West Bengal"
"G1-478927","ST-3777",35,"IG-40813","Rishi Sharma",52,"2001-06-07",186139,7597,"Property dispute","Fraud",4,"493265","EAST","Chandrapur","Andaman and Nicobar Islands"
"G1-478928","ST-3778",12,"IG-40814","Reyansh Jain",49,"2001-06-07",58092,7599,"Fraud","riots",6,"493267","WEST","Mumbai","Chandigarh"
"G1-478929","ST-3779",23,"IG-40815","Aditya Singh",42,"2001-06-07",73655,7601,"riots","claims of negligence",11,"493269","SOUTH","Delhi","Dadra and Nagar Haveli and Daman and Diu"
"G1-478930","ST-3780",12,"IG-40816","Vivaan Joshi",51,"2001-06-07",56361,7603,"marriage affairs","dowry demands",13,"493271","NORTH","Bangalore","Lakshadweep"
"G1-478931","ST-3781",29,"IG-40817","Krishna Das",55,"2001-06-07",175249,7605,"Divorce","robbery",13,"493273","CENTRAL","Hyderabad","Delhi"
"G1-478932","ST-3782",25,"IG-40818","Kabir Agarwal",46,"2001-06-07",207247,7607,"claims of negligence","unfair dismissal",14,"493275","EAST","Ahmedabad","Puducherry"
"G1-478933","ST-3783",12,"IG-40819","Meera Das",48,"2001-06-07",137454,7609,"appeal against HR","discrimination",5,"493277","WEST","Chennai","Ladakh"
"G1-478934","ST-3784",38,"IG-40820","Meera Nair",54,"2001-06-07",80286,7611,"Workplace harassment","appeal against HR",4,"493279","SOUTH","Kolkata","Jammu and Kashmir"
"G1-478935","ST-3785",40,"IG-40821","Vihaan Kapoor",60,"2001-06-07",214105,7613,"Murder","Workplace harassment",15,"493281","NORTH","Surat","Maharashtra"
"G1-478936","ST-3786",16,"IG-40822","Kiara Gupta",49,"2001-06-07",238574,7615,"robbery","Murder",13,"493283","CENTRAL","Pune","Delhi"
"G1-478937","ST-3787",28,"IG-40823","Riya Singh",56,"2001-06-07",188930,7617,"dowry demands","theft",5,"493285","EAST","Jaipur","Karnataka"
"G1-478938","ST-3788",40,"IG-40824","Kabir Malhotra",62,"2001-06-07",172940,7619,"robbery","cybercrime",10,"493287","WEST","Lucknow","Andhra Pradesh"
"G1-478939","ST-3789",13,"IG-40825","Navya Mehta",44,"2001-06-07",140697,7621,"unfair dismissal","sedition",4,"493289","SOUTH","Kanpur","Arunachal Pradesh"
"G1-478940","ST-3790",30,"IG-40826","Krishna Agarwal",37,"2001-06-07",80095,7623,"theft","Property dispute",10,"493291","NORTH","Nagpur","Assam"
"G1-478941","ST-3791",23,"IG-40827","Anika Iyer",40,"2001-06-07",122073,7625,"cybercrime","marriage affairs",12,"493293","CENTRAL","Indore","Bihar"
"G1-478942","ST-3792",12,"IG-40828","Riya Das",60,"2001-06-07",225155,7627,"sedition","Divorce",3,"493295","EAST","Thane","Chhattisgarh"
"G1-478943","ST-3793",18,"IG-40829","Aarohi Malhotra",53,"2001-06-07",204491,7629,"Property dispute","Fraud",8,"493297","WEST","Bhopal","Goa"
"G1-478944","ST-3794",15,"IG-40830","Rishi Agarwal",53,"2001-06-07",93506,7631,"Fraud","riots",9,"493299","SOUTH","Visakhapatnam","Gujarat"
"G1-478945","ST-3795",22,"IG-40831","Saanvi Sharma",41,"2001-06-07",205585,7633,"riots","claims of negligence",14,"493301","NORTH","Vadodara","Haryana"
"G1-478946","ST-3796",30,"IG-40832","Aditya Bose",51,"2001-06-08",45989,7635,"marriage affairs","dowry demands",8,"493303","CENTRAL","Firozabad","Himachal Pradesh"
"G1-478947","ST-3797",35,"IG-40833","Navya Singh",40,"2001-06-08",138850,7637,"Divorce","robbery",4,"493305","EAST","Ludhiana","Jharkhand"
"G1-478948","ST-3798",37,"IG-40834","Ishita Bose",49,"2001-06-08",161295,7639,"claims of negligence","unfair dismissal",3,"493307","WEST","Rajkot","Karnataka"
"G1-478949","ST-3799",19,"IG-40835","Diya Patel",61,"2001-06-08",110430,7641,"appeal against HR","discrimination",11,"493309","SOUTH","Agra","Kerala"
"G1-478950","ST-3800",23,"IG-40836","Arjun Chopra",48,"2001-06-08",55050,7643,"Workplace harassment","appeal against HR",12,"493311","NORTH","Siliguri","Madhya Pradesh"
"G1-478951","ST-3801",23,"IG-40837","Kabir Nair",46,"2001-06-08",45961,7645,"Murder","Workplace harassment",4,"493313","CENTRAL","Nashik","Maharashtra"
"G1-478952","ST-3802",24,"IG-40838","Riya Bose",54,"2001-06-08",77779,7647,"robbery","Murder",3,"493315","EAST","Faridabad","Manipur"
"G1-478953","ST-3803",38,"IG-40839","Vivaan Saxena",55,"2001-06-08",158259,7649,"dowry demands","theft",15,"493317","WEST","Patna","Meghalaya"
"G1-478954","ST-3804",14,"IG-40840","Rishi Iyer",39,"2001-06-08",81934,7651,"robbery","cybercrime",14,"493319","SOUTH","Meerut","Mizoram"
"G1-478955","ST-3805",24,"IG-40841","Aanya Patel",53,"2001-06-08",228469,7653,"unfair dismissal","sedition",5,"493321","NORTH","Kalyan-Dombivli","Nagaland"
"G1-478956","ST-3806",38,"IG-40842","Aarav Bose",40,"2001-06-08",244081,7655,"theft","Property dispute",5,"493323","CENTRAL","Vasai-Virar","Odisha"
"G1-478957","ST-3807",18,"IG-40843","Aditya Singh",59,"2001-06-08",166712,7657,"cybercrime","marriage affairs",5,"493325","EAST","Varanasi","Punjab"
"G1-478958","ST-3808",17,"IG-40844","Arjun Das",37,"2001-06-08",235040,7659,"sedition","Divorce",5,"493327","WEST","Srinagar","Rajasthan"
"G1-478959","ST-3809",30,"IG-40845","Vivaan Singh",37,"2001-06-08",201797,7661,"Property dispute","Fraud",11,"493329","SOUTH","Dhanbad","Sikkim"
"G1-478960","ST-3810",20,"IG-40846","Sai Jain",45,"2001-06-08",138310,7663,"Fraud","riots",12,"493331","NORTH","Jodhpur","Tamil Nadu"
"G1-478961","ST-3811",19,"IG-40847","Kiara Verma",58,"2001-06-08",182102,7665,"riots","claims of negligence",3,"493333","CENTRAL","Amritsar","Telangana"
"G1-478962","ST-3812",12,"IG-40848","Rishi Mehta",37,"2001-06-08",127166,7667,"marriage affairs","dowry demands",6,"493335","EAST","Raipur","Tripura"
"G1-478963","ST-3813",26,"IG-40849","Kabir Patel",64,"2001-06-08",74338,7669,"Divorce","robbery",10,"493337","WEST","Allahabad","Uttar Pradesh"
"G1-478964","ST-3814",33,"IG-40850","Aarav Nair",44,"2001-06-08",110666,7671,"claims of negligence","unfair dismissal",15,"493339","SOUTH","Coimbatore","Uttarakhand"
"G1-478965","ST-3815",26,"IG-40851","Rishi Agarwal",58,"2001-06-08",208939,7673,"appeal against HR","discrimination",10,"493341","NORTH","Jabalpur","West Bengal"
"G1-478966","ST-3816",40,"IG-40852","Meera Das",54,"2001-06-08",162709,7675,"Workplace harassment","appeal against HR",7,"493343","CENTRAL","Gwalior","Andaman and Nicobar Islands"
"G1-478967","ST-3817",27,"IG-40853","Meera Bose",52,"2001-06-08",76798,7677,"Murder","Workplace harassment",12,"493345","EAST","Vijayawada","Chandigarh"
"G1-478968","ST-3818",39,"IG-40854","Aanya Malhotra",64,"2001-06-08",61394,7679,"robbery","Murder",8,"493347","WEST","Madurai","Dadra and Nagar Haveli and Daman and Diu"
"G1-478969","ST-3819",33,"IG-40855","Aarav Gupta",47,"2001-06-08",158345,7681,"dowry demands","theft",3,"493349","SOUTH","Guwahati","Lakshadweep"
"G1-478970","ST-3820",30,"IG-40856","Navya Joshi",43,"2001-06-09",247262,7683,"robbery","cybercrime",14,"493351","NORTH","Chandigarh","Delhi"
"G1-478971","ST-3821",22,"IG-40857","Rishi Sharma",46,"2001-06-09",46287,7685,"unfair dismissal","sedition",7,"493353","CENTRAL","Hubli-Dharwad","Puducherry"
"G1-478972","ST-3822",21,"IG-40858","Vihaan Agarwal",38,"2001-06-09",61268,7687,"theft","Property dispute",3,"493355","EAST","Amroha","Ladakh"
"G1-478973","ST-3823",35,"IG-40859","Meera Chopra",46,"2001-06-09",154443,7689,"cybercrime","marriage affairs",12,"493357","WEST","Moradabad","Jammu and Kashmir"
"G1-478974","ST-3824",36,"IG-40860","Rishi Jain",63,"2001-06-09",89984,7691,"sedition","Divorce",10,"493359","SOUTH","Gurgaon","Maharashtra"
"G1-478975","ST-3825",30,"IG-40861","Diya Gupta",46,"2001-06-09",236188,7693,"Property dispute","Fraud",5,"493361","NORTH","Aligarh","Delhi"
"G1-478976","ST-3826",19,"IG-40862","Aarav Pandey",59,"2001-06-09",153876,7695,"Fraud","riots",13,"493363","CENTRAL","Solapur","Karnataka"
"G1-478977","ST-3827",33,"IG-40863","Aditya Saxena",46,"2001-06-09",182552,7697,"riots","claims of negligence",5,"493365","EAST","Ranchi","Andhra Pradesh"
"G1-478978","ST-3828",19,"IG-40864","Aarav Patel",56,"2001-06-09",128255,7699,"marriage affairs","dowry demands",7,"493367","WEST","Jalandhar","Arunachal Pradesh"
